"","id","altura","idade","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"298",298,1.35,30,49.14,26.96,"M","1º Grau","Biológicas","sim",1,2414.04,0,2
"299",299,1.57,29,57.8,23.45,"F","Mestrado","Exatas","não",0,3279.65,2,1
"300",300,1.51,25,55.21,24.21,"F","Mestrado","Biológicas","não",0,3021.13,0,2
"301",301,1.4,30,51.02,26.03,"F","3º Grau","Exatas","não",0,2602.39,1,1
"302",302,1.58,30,58.02,23.24,"F","3º Grau","Humanas","sim",1,3301.65,3,0
"303",303,1.42,28,51.72,25.65,"F","3º Grau","Biológicas","sim",1,2672.43,1,2
"304",304,1.51,28,55.34,24.27,"M","1º Grau","Exatas","não",0,3034.44,1,1
"305",305,1.5,29,55,24.44,"M","Analfabeto","Exatas","não",0,2999.6,1,1
"306",306,1.77,29,65.93,21.04,"F","3º Grau","Biológicas","não",0,4092.51,1,2
"307",307,1.44,25,52.75,25.44,"M","Mestrado","Humanas","não",0,2774.98,3,0
"308",308,1.42,28,51.61,25.6,"F","1º Grau","Exatas","não",0,2660.7,0,1
"309",309,1.62,28,59.92,22.83,"M","2º Grau","Exatas","não",0,3492.46,2,1
"310",310,1.57,30,57.71,23.41,"M","PósDoc","Biológicas","não",0,3270.64,1,2
"311",311,1.53,27,56.31,24.05,"F","PósDoc","Humanas","não",0,3130.92,0,0
"312",312,1.5,32,55.1,24.49,"F","1º Grau","Exatas","sim",1,3010.15,3,1
"313",313,1.42,27,51.66,25.62,"F","3º Grau","Biológicas","sim",1,2665.85,0,2
"314",314,1.51,31,55.3,24.25,"F","Mestrado","Humanas","sim",1,3030.14,2,0
"315",315,1.35,26,49.1,26.94,"F","Analfabeto","Biológicas","não",0,2409.88,2,2
"316",316,1.48,28,54.28,24.78,"F","Doutorado","Biológicas","não",0,2927.59,1,2
"317",317,1.49,27,54.69,24.63,"M","2º Grau","Exatas","não",0,2969.47,3,1
"318",318,1.45,29,52.82,25.12,"M","Doutorado","Humanas","sim",1,2781.61,1,0
"319",319,1.52,27,55.71,24.11,"F","Mestrado","Humanas","não",0,3071.1,3,0
"320",320,1.55,29,56.84,23.66,"F","PósDoc","Humanas","sim",1,3184.34,2,0
"321",321,1.49,27,54.74,24.66,"M","3º Grau","Exatas","sim",1,2973.75,2,1
"322",322,1.51,25,55.45,24.32,"M","Analfabeto","Exatas","não",0,3045.29,1,1
"323",323,1.51,28,55.42,24.31,"M","1º Grau","Biológicas","não",0,3042.18,0,2
"324",324,1.5,27,54.87,24.39,"M","3º Grau","Exatas","não",0,2987.47,3,1
"325",325,1.52,28,55.83,24.16,"M","Doutorado","Biológicas","sim",1,3083.48,1,2
"326",326,1.36,27,49.51,26.77,"M","1º Grau","Humanas","sim",1,2450.96,0,0
"327",327,1.7,27,63.04,21.81,"F","3º Grau","Biológicas","sim",1,3804.04,0,2
"328",328,1.33,26,48.1,27.19,"F","Doutorado","Exatas","não",0,2309.61,0,1
"329",329,1.5,32,55.1,24.49,"M","Doutorado","Humanas","não",0,3010.23,2,0
"330",330,1.55,27,57.04,23.74,"F","3º Grau","Humanas","sim",1,3203.65,0,0
"331",331,1.58,27,58.14,23.29,"F","Mestrado","Biológicas","sim",1,3314.26,1,2
"332",332,1.65,30,60.85,22.35,"F","Doutorado","Humanas","sim",1,3585.3,3,0
"333",333,1.45,24,53.03,25.22,"F","PósDoc","Biológicas","sim",1,2803.07,0,2
"334",334,1.48,27,54.31,24.79,"F","Doutorado","Humanas","não",0,2930.72,1,0
"335",335,1.62,28,59.73,22.76,"F","Analfabeto","Humanas","não",0,3473.38,3,0
"336",336,1.4,29,51.14,26.09,"F","Analfabeto","Humanas","sim",1,2614.09,3,0
"337",337,1.57,29,57.74,23.42,"F","Mestrado","Humanas","não",0,3274.28,1,0
"338",338,1.25,30,44.88,28.72,"M","PósDoc","Biológicas","não",0,1988.11,1,2
"339",339,1.56,29,57.51,23.63,"F","3º Grau","Humanas","não",0,3250.52,1,0
"340",340,1.48,28,54.39,24.83,"F","PósDoc","Biológicas","sim",1,2938.69,2,2
"341",341,1.53,26,56.3,24.05,"F","3º Grau","Biológicas","não",0,3129.99,1,2
"342",342,1.64,29,60.44,22.47,"F","PósDoc","Exatas","sim",1,3543.93,3,1
"343",343,1.45,28,53.15,25.28,"F","1º Grau","Biológicas","não",0,2815.06,2,2
"344",344,1.51,26,55.26,24.24,"F","1º Grau","Biológicas","não",0,3026.47,0,2
"345",345,1.45,24,52.95,25.18,"F","Mestrado","Biológicas","não",0,2794.79,3,2
"346",346,1.54,29,56.68,23.9,"M","Mestrado","Exatas","não",0,3168.42,3,1
"347",347,1.4,29,51.07,26.06,"F","PósDoc","Humanas","sim",1,2607.36,1,0
"348",348,1.34,28,48.58,27.06,"M","Mestrado","Humanas","não",0,2358.02,1,0
"349",349,1.54,31,56.46,23.81,"M","PósDoc","Exatas","sim",1,3145.73,3,1
"350",350,1.45,29,53.18,25.29,"M","Mestrado","Exatas","não",0,2818.47,3,1
"351",351,1.54,28,56.57,23.85,"F","2º Grau","Biológicas","sim",1,3157.48,2,2
"352",352,1.65,27,60.9,22.37,"M","PósDoc","Humanas","sim",1,3589.7,1,0
"353",353,1.58,30,58.05,23.25,"F","Doutorado","Humanas","sim",1,3305.41,2,0
"354",354,1.43,32,52.05,25.45,"F","1º Grau","Biológicas","não",0,2705.36,0,2
"355",355,1.42,28,51.97,25.77,"M","1º Grau","Exatas","sim",1,2696.69,0,1
"356",356,1.46,30,53.55,25.12,"M","Analfabeto","Biológicas","não",0,2855.1,1,2
"357",357,1.64,29,60.45,22.48,"F","Analfabeto","Biológicas","sim",1,3545.11,1,2
"358",358,1.57,28,57.85,23.47,"F","Doutorado","Biológicas","não",0,3285.08,3,2
"359",359,1.57,26,57.82,23.46,"M","Mestrado","Exatas","sim",1,3282.21,2,1
"360",360,1.54,26,56.71,23.91,"M","1º Grau","Exatas","não",0,3170.54,2,1
"361",361,1.52,28,55.61,24.07,"M","Analfabeto","Biológicas","sim",1,3060.6,3,2
"362",362,1.56,28,57.39,23.58,"F","Mestrado","Humanas","não",0,3239.02,3,0
"363",363,1.49,29,54.4,24.5,"M","PósDoc","Humanas","sim",1,2940.24,1,0
"364",364,1.36,24,49.22,26.61,"F","3º Grau","Biológicas","não",0,2422.13,0,2
"365",365,1.62,28,59.99,22.86,"F","1º Grau","Exatas","não",0,3499.45,2,1
"366",366,1.5,29,54.9,24.4,"F","Doutorado","Humanas","não",0,2990.38,0,0
"367",367,1.65,28,60.97,22.39,"M","Analfabeto","Humanas","não",0,3597.44,3,0
"368",368,1.53,32,56.22,24.02,"M","2º Grau","Exatas","sim",1,3121.85,2,1
"369",369,1.41,28,51.57,25.94,"F","PósDoc","Biológicas","não",0,2657.22,3,2
"370",370,1.58,29,58.31,23.36,"F","2º Grau","Humanas","não",0,3331.34,3,0
"371",371,1.56,30,57.53,23.64,"M","1º Grau","Biológicas","sim",1,3252.51,1,2
"372",372,1.32,28,47.96,27.53,"M","2º Grau","Biológicas","não",0,2296.3,2,2
"373",373,1.41,28,51.42,25.86,"M","Analfabeto","Exatas","não",0,2641.97,0,1
"374",374,1.63,29,60.03,22.59,"M","1º Grau","Humanas","sim",1,3502.87,3,0
"375",375,1.54,30,56.63,23.88,"M","PósDoc","Humanas","não",0,3163.12,1,0
"376",376,1.44,27,52.51,25.32,"M","Doutorado","Exatas","não",0,2750.58,0,1
"377",377,1.42,29,51.9,25.74,"M","1º Grau","Exatas","não",0,2690.09,0,1
"378",378,1.4,26,51.02,26.03,"M","Analfabeto","Biológicas","sim",1,2602.48,2,2
"379",379,1.58,27,58.06,23.26,"M","Doutorado","Exatas","sim",1,3305.8,2,1
"380",380,1.56,24,57.54,23.64,"F","2º Grau","Exatas","não",0,3254.34,2,1
"381",381,1.46,29,53.33,25.02,"M","1º Grau","Biológicas","não",0,2832.94,3,2
"382",382,1.39,27,50.69,26.24,"F","PósDoc","Exatas","não",0,2569.13,0,1
"383",383,1.43,26,52.37,25.61,"F","Doutorado","Exatas","não",0,2736.64,0,1
"384",384,1.39,29,50.73,26.26,"F","3º Grau","Humanas","não",0,2573.18,0,0
"385",385,1.51,28,55.25,24.23,"F","Analfabeto","Biológicas","sim",1,3025.31,2,2
"386",386,1.56,27,57.24,23.52,"M","Mestrado","Biológicas","sim",1,3224.49,0,2
"387",387,1.54,30,56.61,23.87,"F","2º Grau","Humanas","não",0,3161.36,3,0
"388",388,1.51,27,55.44,24.31,"F","Doutorado","Biológicas","sim",1,3043.7,2,2
"389",389,1.67,32,61.66,22.11,"F","2º Grau","Biológicas","sim",1,3665.85,3,2
"390",390,1.41,29,51.32,25.81,"M","PósDoc","Exatas","sim",1,2631.72,3,1
"391",391,1.55,25,57.05,23.75,"F","Analfabeto","Humanas","sim",1,3205.42,1,0
"392",392,1.65,28,61.04,22.42,"F","Analfabeto","Exatas","sim",1,3603.52,3,1
"393",393,1.51,28,55.41,24.3,"F","Doutorado","Humanas","sim",1,3040.7,0,0
"394",394,1.39,30,50.6,26.19,"M","Mestrado","Biológicas","não",0,2560.05,3,2
"395",395,1.46,29,53.35,25.03,"M","Doutorado","Exatas","não",0,2834.74,2,1
"396",396,1.5,31,54.88,24.39,"M","Doutorado","Humanas","sim",1,2987.83,1,0
"397",397,1.75,26,64.95,21.21,"F","Doutorado","Humanas","sim",1,3995.42,3,0
"398",398,1.43,27,52.08,25.47,"M","1º Grau","Exatas","sim",1,2708.42,2,1
"399",399,1.56,27,57.44,23.6,"M","2º Grau","Biológicas","sim",1,3243.67,3,2
"400",400,1.45,32,52.85,25.14,"F","Mestrado","Biológicas","não",0,2785.34,1,2
"401",401,1.58,31,58.09,23.27,"M","Analfabeto","Exatas","não",0,3308.55,1,1
"402",402,1.55,31,56.81,23.65,"F","PósDoc","Exatas","não",0,3181.32,1,1
"403",403,1.31,27,47.36,27.6,"F","1º Grau","Humanas","sim",1,2235.98,2,0
"404",404,1.39,27,50.78,26.28,"M","1º Grau","Exatas","não",0,2578.13,2,1
"405",405,1.46,31,53.22,24.97,"M","PósDoc","Humanas","não",0,2821.76,0,0
"406",406,1.47,30,53.88,24.93,"M","2º Grau","Exatas","sim",1,2888.42,1,1
"407",407,1.74,31,64.53,21.31,"F","1º Grau","Exatas","sim",1,3952.52,0,1
"408",408,1.45,27,52.95,25.18,"M","Mestrado","Humanas","não",0,2794.56,3,0
"409",409,1.63,28,60.01,22.59,"F","3º Grau","Biológicas","não",0,3501.14,2,2
"410",410,1.76,28,65.32,21.09,"M","Analfabeto","Biológicas","não",0,4031.63,3,2
"411",411,1.35,29,49.02,26.9,"F","2º Grau","Biológicas","não",0,2401.57,0,2
"412",412,1.53,28,56.11,23.97,"M","2º Grau","Humanas","sim",1,3110.52,0,0
"413",413,1.52,27,55.83,24.16,"M","PósDoc","Exatas","sim",1,3082.65,0,1
"414",414,1.46,28,53.52,25.11,"F","Mestrado","Humanas","não",0,2851.82,2,0
"415",415,1.5,30,54.95,24.42,"M","3º Grau","Humanas","não",0,2994.61,1,0
"416",416,1.53,22,56.21,24.01,"M","1º Grau","Humanas","não",0,3121.24,2,0
"417",417,1.55,29,57.05,23.75,"F","2º Grau","Biológicas","não",0,3204.99,1,2
"418",418,1.53,26,56.22,24.02,"F","1º Grau","Biológicas","sim",1,3122.32,0,2
"419",419,1.62,26,59.95,22.84,"F","Mestrado","Humanas","não",0,3495.03,1,0
"420",420,1.49,25,54.73,24.65,"M","3º Grau","Exatas","sim",1,2972.99,3,1
"421",421,1.57,25,57.69,23.4,"M","2º Grau","Humanas","não",0,3269.33,2,0
"422",422,1.51,28,55.42,24.31,"F","Mestrado","Humanas","sim",1,3042.03,0,0
"423",423,1.49,30,54.45,24.53,"F","1º Grau","Humanas","não",0,2945.22,1,0
"424",424,1.59,28,58.58,23.17,"M","Analfabeto","Humanas","sim",1,3358.35,3,0
"425",425,1.42,29,51.7,25.64,"M","1º Grau","Biológicas","sim",1,2669.87,3,2
"426",426,1.46,30,53.56,25.13,"F","PósDoc","Biológicas","sim",1,2856.01,3,2
"427",427,1.34,27,48.61,27.07,"M","3º Grau","Biológicas","não",0,2361.44,0,2
"428",428,1.35,28,49,26.89,"M","PósDoc","Exatas","não",0,2399.72,0,1
"429",429,1.68,28,62.01,21.97,"F","1º Grau","Exatas","sim",1,3701.03,1,1
"430",430,1.58,28,58.26,23.34,"M","Analfabeto","Exatas","sim",1,3326.35,2,1
"431",431,1.49,24,54.75,24.66,"M","3º Grau","Exatas","sim",1,2974.59,2,1
"432",432,1.54,28,56.61,23.87,"F","1º Grau","Humanas","não",0,3161.2,2,0
"433",433,1.47,29,53.96,24.97,"F","Analfabeto","Biológicas","não",0,2896,1,2
"434",434,1.49,30,54.73,24.65,"M","Doutorado","Biológicas","não",0,2973.48,0,2
"435",435,1.53,28,56.21,24.01,"F","Doutorado","Humanas","não",0,3121.11,0,0
"436",436,1.31,29,47.26,27.54,"M","2º Grau","Humanas","sim",1,2225.99,3,0
"437",437,1.55,28,57.01,23.73,"F","Mestrado","Humanas","não",0,3200.84,1,0
"438",438,1.44,28,52.49,25.31,"M","1º Grau","Biológicas","não",0,2749.37,3,2
"439",439,1.29,28,46.72,28.08,"M","1º Grau","Humanas","não",0,2171.54,0,0
"440",440,1.52,26,55.89,24.19,"F","Analfabeto","Exatas","não",0,3088.65,1,1
"441",441,1.38,30,50.24,26.38,"F","1º Grau","Biológicas","não",0,2524.49,2,2
"442",442,1.41,27,51.51,25.91,"M","PósDoc","Biológicas","sim",1,2650.66,0,2
"443",443,1.53,26,56.17,24,"F","Doutorado","Exatas","não",0,3117.06,2,1
"444",444,1.54,26,56.67,23.9,"F","3º Grau","Exatas","não",0,3166.94,1,1
"445",445,1.5,25,54.94,24.42,"M","Mestrado","Exatas","sim",1,2994.17,0,1
"446",446,1.53,28,56.25,24.03,"F","PósDoc","Biológicas","não",0,3125.2,3,2
"447",447,1.41,32,51.31,25.81,"F","1º Grau","Biológicas","não",0,2630.95,3,2
"448",448,1.55,26,57.15,23.79,"M","Analfabeto","Biológicas","sim",1,3215.31,3,2
"449",449,1.66,29,61.45,22.3,"M","2º Grau","Biológicas","não",0,3645.19,0,2
"450",450,1.36,29,49.44,26.73,"M","Analfabeto","Humanas","sim",1,2444.21,2,0
"451",451,1.39,28,50.78,26.28,"M","Mestrado","Humanas","não",0,2577.97,0,0
"452",452,1.42,26,51.72,25.65,"M","Mestrado","Exatas","sim",1,2672.43,0,1
"453",453,1.65,27,60.83,22.34,"M","2º Grau","Biológicas","não",0,3582.98,2,2
"454",454,1.6,28,58.91,23.01,"F","2º Grau","Biológicas","sim",1,3390.61,2,2
"455",455,1.35,31,49.11,26.95,"F","1º Grau","Humanas","sim",1,2411.46,3,0
"456",456,1.44,26,52.59,25.36,"F","1º Grau","Humanas","sim",1,2758.97,1,0
"457",457,1.5,26,55.1,24.49,"M","Doutorado","Humanas","não",0,3009.81,1,0
"458",458,1.35,30,48.96,26.86,"M","Analfabeto","Biológicas","não",0,2395.84,2,2
"459",459,1.35,26,49.09,26.94,"F","Mestrado","Biológicas","sim",1,2409.12,2,2
"460",460,1.43,27,52.12,25.49,"M","Doutorado","Biológicas","não",0,2712.21,3,2
"461",461,1.59,27,58.75,23.24,"M","Doutorado","Humanas","sim",1,3375,0,0
"462",462,1.2,26,43.01,29.87,"M","Mestrado","Exatas","sim",1,1800.64,2,1
"463",463,1.59,25,58.64,23.2,"F","Mestrado","Humanas","não",0,3364.24,1,0
"464",464,1.76,28,65.54,21.16,"F","1º Grau","Humanas","sim",1,4054.23,1,0
"465",465,1.48,28,54.18,24.74,"F","Doutorado","Humanas","sim",1,2917.82,1,0
"466",466,1.65,25,61.17,22.47,"M","2º Grau","Exatas","não",0,3617.12,3,1
"467",467,1.46,31,53.35,25.03,"M","1º Grau","Biológicas","não",0,2834.88,0,2
"468",468,1.47,30,53.85,24.92,"M","Analfabeto","Biológicas","não",0,2885.11,2,2
"469",469,1.46,26,53.41,25.06,"F","Analfabeto","Biológicas","não",0,2841.24,2,2
"470",470,1.69,26,62.5,21.88,"M","Doutorado","Humanas","não",0,3749.95,0,0
"471",471,1.55,27,57.12,23.78,"F","PósDoc","Biológicas","sim",1,3211.83,1,2
"472",472,1.51,27,55.22,24.22,"F","PósDoc","Humanas","não",0,3022.3,2,0
"473",473,1.5,27,55.06,24.47,"M","3º Grau","Exatas","não",0,3006.34,3,1
"474",474,1.44,29,52.67,25.4,"M","PósDoc","Humanas","não",0,2767.39,3,0
"475",475,1.59,29,58.78,23.25,"M","Mestrado","Exatas","sim",1,3377.68,2,1
"476",476,1.59,27,58.44,23.12,"F","Doutorado","Biológicas","não",0,3343.95,0,2
"477",477,1.6,30,59.12,23.09,"M","PósDoc","Humanas","não",0,3412.12,3,0
"478",478,1.52,30,55.79,24.15,"M","3º Grau","Biológicas","sim",1,3079.33,0,2
"479",479,1.48,29,54.06,24.68,"M","PósDoc","Exatas","não",0,2905.95,0,1
"480",480,1.48,29,54.09,24.69,"M","3º Grau","Biológicas","não",0,2908.83,2,2
"481",481,1.6,33,58.91,23.01,"F","Mestrado","Humanas","sim",1,3390.98,0,0
"482",482,1.43,27,52.01,25.43,"F","2º Grau","Biológicas","não",0,2701.06,1,2
"483",483,1.48,25,54.1,24.7,"F","Doutorado","Biológicas","não",0,2909.84,0,2
"484",484,1.52,28,55.8,24.15,"F","Doutorado","Biológicas","não",0,3080.35,1,2
"485",485,1.49,26,54.5,24.55,"F","Mestrado","Exatas","sim",1,2950.11,1,1
"486",486,1.28,30,46.23,28.22,"F","2º Grau","Humanas","não",0,2122.69,1,0
"487",487,1.55,25,57,23.73,"F","Analfabeto","Humanas","não",0,3200.29,3,0
"488",488,1.65,28,60.93,22.38,"M","2º Grau","Exatas","sim",1,3593.27,1,1
"489",489,1.45,26,52.97,25.19,"F","PósDoc","Biológicas","não",0,2797.08,2,2
"490",490,1.38,29,50.07,26.29,"F","Doutorado","Exatas","sim",1,2507.38,3,1
"491",491,1.6,28,58.89,23,"M","2º Grau","Biológicas","sim",1,3389.01,0,2
"492",492,1.55,30,57.08,23.76,"F","Mestrado","Biológicas","não",0,3207.59,3,2
"493",493,1.44,29,52.59,25.36,"M","Analfabeto","Exatas","não",0,2758.73,2,1
"494",494,1.45,29,53.16,25.28,"M","2º Grau","Exatas","não",0,2816.1,3,1
"495",495,1.69,24,62.68,21.95,"F","3º Grau","Exatas","não",0,3767.63,2,1
"496",496,1.28,24,46.03,28.09,"F","1º Grau","Biológicas","sim",1,2103.03,0,2
"497",497,1.51,27,55.44,24.31,"F","2º Grau","Exatas","não",0,3044.13,3,1
"498",498,1.5,29,55.05,24.47,"M","PósDoc","Biológicas","sim",1,3005.47,3,2
"499",499,1.37,30,49.99,26.63,"M","Analfabeto","Exatas","não",0,2499.14,1,1
"500",500,1.44,28,52.7,25.41,"M","Mestrado","Biológicas","sim",1,2770.26,0,2
"501",501,1.49,29,54.72,24.65,"M","Mestrado","Biológicas","não",0,2972.16,0,2
"502",502,1.43,26,52.12,25.49,"F","2º Grau","Humanas","sim",1,2712.18,0,0
"503",503,1.42,30,51.91,25.74,"F","2º Grau","Biológicas","não",0,2691.36,3,2
"504",504,1.48,31,54.19,24.74,"M","1º Grau","Biológicas","não",0,2919.27,3,2
"505",505,1.64,31,60.52,22.5,"F","1º Grau","Exatas","sim",1,3551.88,3,1
"506",506,1.48,28,54.24,24.76,"F","3º Grau","Exatas","não",0,2924.4,2,1
"507",507,1.47,28,53.88,24.93,"F","3º Grau","Exatas","não",0,2888.48,0,1
"508",508,1.37,27,49.79,26.53,"M","Analfabeto","Exatas","não",0,2479.12,1,1
"509",509,1.48,24,54.21,24.75,"M","Mestrado","Exatas","sim",1,2921,3,1
"510",510,1.39,28,50.52,26.15,"F","Analfabeto","Exatas","não",0,2552.13,1,1
"511",511,1.58,29,58.38,23.39,"F","PósDoc","Humanas","não",0,3337.77,0,0
"512",512,1.38,23,50.3,26.41,"F","2º Grau","Humanas","sim",1,2529.54,2,0
"513",513,1.44,26,52.54,25.34,"F","Mestrado","Humanas","não",0,2753.76,2,0
"514",514,1.41,25,51.41,25.86,"M","PósDoc","Humanas","sim",1,2640.56,3,0
"515",515,1.44,26,52.59,25.36,"F","PósDoc","Exatas","sim",1,2759.28,1,1
"516",516,1.56,29,57.51,23.63,"M","1º Grau","Exatas","não",0,3251.06,0,1
"517",517,1.59,30,58.73,23.23,"M","2º Grau","Biológicas","não",0,3373.22,2,2
"518",518,1.4,28,51.05,26.05,"M","3º Grau","Biológicas","sim",1,2604.91,0,2
"519",519,1.54,25,56.48,23.82,"F","Analfabeto","Humanas","não",0,3147.65,3,0
"520",520,1.56,29,57.28,23.54,"F","3º Grau","Biológicas","não",0,3228.5,1,2
"521",521,1.42,29,51.73,25.65,"M","1º Grau","Biológicas","sim",1,2673.47,3,2
"522",522,1.67,24,61.74,22.14,"M","Doutorado","Humanas","não",0,3673.54,0,0
"523",523,1.25,28,44.84,28.7,"M","1º Grau","Biológicas","não",0,1984.43,3,2
"524",524,1.44,29,52.58,25.36,"F","1º Grau","Biológicas","não",0,2758.37,3,2
"525",525,1.54,31,56.48,23.82,"F","Doutorado","Biológicas","sim",1,3148.16,0,2
"526",526,1.48,28,54.02,24.66,"M","2º Grau","Humanas","sim",1,2901.54,3,0
"527",527,1.47,24,53.63,24.82,"F","1º Grau","Biológicas","não",0,2863.43,1,2
"528",528,1.64,31,60.54,22.51,"F","Mestrado","Biológicas","não",0,3553.75,2,2
"529",529,1.78,27,66.38,20.95,"M","Analfabeto","Exatas","não",0,4138.25,2,1
"530",530,1.48,28,54.03,24.67,"M","PósDoc","Biológicas","não",0,2903.09,3,2
"531",531,1.36,29,49.28,26.64,"F","Doutorado","Exatas","não",0,2428.47,2,1
"532",532,1.52,29,55.77,24.14,"F","3º Grau","Humanas","não",0,3077.39,1,0
"533",533,1.44,29,52.65,25.39,"M","Analfabeto","Humanas","não",0,2764.52,1,0
"534",534,1.4,31,51.17,26.11,"M","Doutorado","Exatas","não",0,2617.34,1,1
"535",535,1.62,28,59.83,22.8,"M","1º Grau","Exatas","não",0,3483.36,0,1
"536",536,1.57,27,57.81,23.45,"F","2º Grau","Exatas","sim",1,3280.56,3,1
"537",537,1.48,27,54.02,24.66,"F","1º Grau","Exatas","não",0,2902,1,1
"538",538,1.48,26,54.02,24.66,"F","3º Grau","Humanas","não",0,2901.62,2,0
"539",539,1.4,30,50.89,25.96,"F","1º Grau","Biológicas","não",0,2588.53,0,2
"540",540,1.51,28,55.58,24.38,"F","PósDoc","Biológicas","não",0,3058.21,3,2
"541",541,1.65,27,60.93,22.38,"M","PósDoc","Humanas","sim",1,3592.89,1,0
"542",542,1.4,27,51.02,26.03,"F","Doutorado","Humanas","não",0,2601.84,3,0
"543",543,1.51,27,55.24,24.23,"F","1º Grau","Humanas","sim",1,3023.78,1,0
"544",544,1.53,26,56.06,23.95,"M","1º Grau","Biológicas","sim",1,3105.81,2,2
"545",545,1.64,31,60.73,22.58,"M","Mestrado","Humanas","sim",1,3572.57,0,0
"546",546,1.43,29,52.04,25.45,"F","2º Grau","Humanas","sim",1,2704.03,2,0
"547",547,1.42,30,51.78,25.68,"F","2º Grau","Biológicas","sim",1,2677.52,1,2
"548",548,1.35,30,49.04,26.91,"F","Doutorado","Biológicas","sim",1,2404.14,3,2
"549",549,1.51,28,55.51,24.35,"F","Mestrado","Biológicas","não",0,3050.78,2,2
"550",550,1.38,29,50.24,26.38,"M","3º Grau","Exatas","sim",1,2524.46,2,1
"551",551,1.32,28,47.67,27.36,"M","Mestrado","Exatas","não",0,2267.11,1,1
"552",552,1.48,28,54.36,24.82,"F","Doutorado","Humanas","sim",1,2936,1,0
"553",553,1.32,28,47.63,27.34,"F","Doutorado","Humanas","sim",1,2262.9,1,0
"554",554,1.5,29,55,24.44,"M","3º Grau","Exatas","não",0,3000.26,2,1
"555",555,1.46,31,53.38,25.04,"F","Mestrado","Biológicas","não",0,2837.94,1,2
"556",556,1.55,26,56.82,23.65,"F","1º Grau","Biológicas","não",0,3181.89,2,2
"557",557,1.75,28,64.96,21.21,"F","Analfabeto","Biológicas","não",0,3995.64,1,2
"558",558,1.49,32,54.58,24.58,"M","Analfabeto","Humanas","não",0,2958.27,0,0
"559",559,1.66,24,61.45,22.3,"F","Analfabeto","Biológicas","sim",1,3645.03,3,2
"560",560,1.49,27,54.51,24.55,"M","PósDoc","Exatas","sim",1,2950.87,3,1
"561",561,1.36,28,49.36,26.69,"F","Mestrado","Biológicas","sim",1,2436.24,2,2
"562",562,1.67,30,61.86,22.18,"M","Mestrado","Exatas","não",0,3685.77,3,1
"563",563,1.43,27,52.24,25.55,"F","Analfabeto","Exatas","não",0,2724.37,3,1
"564",564,1.37,30,49.82,26.54,"F","Mestrado","Biológicas","não",0,2481.72,2,2
"565",565,1.59,24,58.67,23.21,"M","Analfabeto","Humanas","sim",1,3367.27,0,0
"566",566,1.44,29,52.65,25.39,"F","3º Grau","Biológicas","não",0,2765.12,3,2
"567",567,1.39,28,50.78,26.28,"F","Analfabeto","Humanas","sim",1,2577.6,0,0
"568",568,1.62,31,59.71,22.75,"F","PósDoc","Exatas","sim",1,3471.21,0,1
"569",569,1.64,27,60.68,22.56,"M","PósDoc","Exatas","sim",1,3567.8,3,1
"570",570,1.61,29,59.25,22.86,"M","Analfabeto","Exatas","sim",1,3424.51,3,1
"571",571,1.58,28,58.16,23.3,"M","Doutorado","Humanas","não",0,3315.96,2,0
"572",572,1.4,29,51.03,26.04,"F","1º Grau","Humanas","sim",1,2603.09,2,0
"573",573,1.42,29,51.65,25.61,"M","Doutorado","Humanas","não",0,2664.54,1,0
"574",574,1.43,28,52.37,25.61,"M","1º Grau","Exatas","não",0,2737.36,3,1
"575",575,1.56,29,57.26,23.53,"F","Doutorado","Humanas","não",0,3226.14,3,0
"576",576,1.47,27,53.96,24.97,"F","3º Grau","Biológicas","sim",1,2896.27,0,2
"577",577,1.61,27,59.32,22.88,"F","Mestrado","Biológicas","não",0,3431.75,3,2
"578",578,1.61,29,59.46,22.94,"M","Analfabeto","Biológicas","não",0,3446.49,0,2
"579",579,1.56,29,57.26,23.53,"F","Doutorado","Exatas","sim",1,3226.39,0,1
"580",580,1.61,23,59.38,22.91,"F","3º Grau","Humanas","sim",1,3438.31,3,0
"581",581,1.42,27,51.89,25.73,"F","Mestrado","Humanas","não",0,2689.05,2,0
"582",582,1.56,26,57.52,23.64,"F","Mestrado","Exatas","sim",1,3251.88,3,1
"583",583,1.49,31,54.79,24.68,"F","2º Grau","Humanas","sim",1,2978.53,2,0
"584",584,1.53,26,56.07,23.95,"M","Analfabeto","Biológicas","não",0,3106.67,2,2
"585",585,1.62,28,59.73,22.76,"M","2º Grau","Humanas","não",0,3472.62,3,0
"586",586,1.45,30,52.85,25.14,"F","2º Grau","Biológicas","sim",1,2785.29,2,2
"587",587,1.59,27,58.55,23.16,"M","1º Grau","Humanas","não",0,3355.2,0,0
"588",588,1.37,29,49.75,26.51,"F","Doutorado","Humanas","não",0,2474.82,1,0
"589",589,1.63,27,60.19,22.65,"M","1º Grau","Exatas","não",0,3519.25,1,1
